名称,地区,经度,维度,总价/万,单价/元,规格,大小/平方米,朝向,装修,楼层,楼层样式,关注人数
金汇花园一期,服装城,121.497360798648,31.6823472261387,135,8249,3室2厅,163,南,简装,低楼层(共7层),板楼,50
公园壹号,宝龙广场,121.567661469214,31.1967529615431,346,25895,3室1厅,133,南,精装,中楼层(共22层),板楼,70
大淮新村,万达,118.600523768729,24.8760696155666,105,14190,3室1厅,74,东南,简装,高楼层(共8层),板楼,250
浔兴格林春天,晋江万达,118.57962199613,24.8934920239444,209,20878,3室1厅,100,南,精装,低楼层(共31层),板楼,150
庄园骏豪国际,泉港区,121.356488887895,31.3215271167977,73,6203,3室2厅,117,南,简装,中楼层(共17层),板塔结合,110
东兴商住楼,丰泽街,104.294894781633,30.882571446442,265,19344,4室2厅,137,东西,精装,高楼层(共7层),板楼,250
华泰国际新城,SM广场,118.552869559746,24.9425197985265,168,13189,3室2厅,127,东南,精装,中楼层(共6层),板楼,110
丰泽区广电路云谷邮电小区,丰泽街,118.575035697351,24.8073657964987,143,11505,3室2厅,124,南,简装,高楼层(共9层),暂无数据,690
香缤御豪苑,东海,118.608449158919,24.8981830009449,352,40101,3室2厅,87,南,毛坯,中楼层(共24层),板楼,190
新亭尾小区,惠安县,116.412625347612,40.0437336191221,66,5554,3室2厅,118,东南,毛坯,高楼层(共8层),暂无数据,210
银利大厦,晋江万达,121.40604822322,31.1114742924083,130,12052,3室1厅,107,东南南,简装,中楼层(共6层),平房,230
清濛怡景,泉州桥南,105.931705367599,30.3585387262682,230,15894,4室2厅,144,南北,精装,低楼层(共27层),板楼,70
新世纪豪园一期,宝龙广场,118.677823856143,24.9554296200202,328,22548,3室2厅,145,南,精装,低楼层(共12层),暂无数据,70
金帛山商住楼,泉港区,118.677823856143,24.9554296200202,68,4246,4室2厅,160,东南,精装,低楼层(共7层),暂无数据,70
聚龙君悦山庄,惠安县,119.304814691719,26.0783995148112,90,8037,3室2厅,111,南北,毛坯,低楼层(共28层),暂无数据,30
新加坡城东区,泉州桥南,118.677823856143,24.9554296200202,249.9,21837,3室2厅,114,东南东北,精装,中楼层(共26层),板楼,130
中航城天悦,宝龙广场,120.156111980688,30.1855310828283,194.5,18857,3室2厅,103,南,毛坯,中楼层(共33层),板塔结合,30
津毓花苑,石狮中心,118.57962199613,24.8934920239444,84,5620,3室2厅,149,南北,精装,高楼层(共7层),平房,390
富临华庭,泉港区,118.590289104566,24.8195869176044,57,4430,3室2厅,128,南,毛坯,低楼层(共12层),暂无数据,70
泉港莊園明珠,泉港区,118.936698256567,25.1297504886746,94.8,7023,3室2厅,135,南,简装,低楼层(共15层),板塔结合,30
明达楼,宝龙广场,118.920942067758,25.1287323774469,270.1,15019,4室2厅,179,南北,简装,高楼层(共9层),暂无数据,50
百宏御璟天下香林墅,晋江万达,114.089504877205,22.5486862804858,613,25007,5室2厅,245,东南,毛坯,中楼层(共18层),板楼,210
嘉琳广场,洛江区,117.640613920432,30.7699288040024,186,14782,3室1厅,125,东南,精装,低楼层(共34层),板楼,50
建发珑璟湾,站前大道,118.662741665958,24.7368067133876,290,22320,3室2厅,129,南,毛坯,高楼层(共32层),板塔结合,70
润邦华庭,泉港区,118.677823856143,24.9554296200202,49,5395,2室2厅,90,南,毛坯,中楼层(共15层),板塔结合,70
嘉琳广场,洛江区,109.880110129882,40.6732097506655,220,14194,3室2厅,155,东南,精装,中楼层(共33层),板楼,150
新世纪怡景湾,陈埭镇,118.569463148952,24.8884677614076,140,9541,4室2厅,146,东南,毛坯,高楼层(共12层),板楼,110
裕福国际城,惠安县,121.379179276603,31.2461632031773,69,5522,3室2厅,124,南北,毛坯,高楼层(共18层),板楼,30
御文阁1期,东海,116.069677905609,39.7144672064437,310,21492,4室2厅,144,北,简装,中楼层(共38层),板塔结合,150
世茂御龙湾湖心岛,晋江万达,104.40130961095,30.8530571962408,237,16574,3室2厅,143,南,精装,中楼层(共47层),板塔结合,50
捷宏盛宴,安海镇,118.759565092484,34.5479186273643,248,14079,4室2厅,176,南,毛坯,中楼层(共33层),板塔结合,30
建发珑璟湾,站前大道,118.798682508229,25.0304832375222,175,21251,3室2厅,82,东,精装,中楼层(共31层),板塔结合,50
浪花豪苑,泉港区,118.677823856143,24.9554296200202,73,5932,4室2厅,123,南北,简装,中楼层(共17层),板塔结合,30
华诚国际,惠安县,118.677823856143,24.9554296200202,90,8608,3室1厅,104,东南,毛坯,中楼层(共17层),暂无数据,30
大淮新村,万达,120.729397172404,31.0192484081683,160,13778,3室2厅,116,东南,简装,中楼层(共8层),板楼,110
学府公园二期,惠安县,118.622216860817,24.911080233263,55,6206,2室2厅,88,南,毛坯,低楼层(共18层),板楼,50
中航城天悦,宝龙广场,118.596848,24.908846,194,19768,3室1厅,98,南,精装,低楼层(共18层),板塔结合,110
丰泽新村,丰泽街,116.393556297907,39.9711317612779,298,31182,3室1厅,95,东,精装,中楼层(共6层),板楼,50
东海湾雅园,东海,120.655369791599,31.4174689225489,248,18112,3室2厅,136,北,简装,中楼层(共30层),板楼,150
东海湾·十二宴,东海,118.677823856143,24.9554296200202,255,28489,3室2厅,89,南,毛坯,中楼层(共36层),塔楼,130
远太工业区临街商住楼北段,浮桥,114.089504877205,22.5486862804858,135,12736,3室2厅,106,东,简装,中楼层(共5层),暂无数据,30
信义豪园,石狮周边,114.50660718434,36.6182765734434,90,6977,3室2厅,129,南北,毛坯,高楼层(共18层),板塔结合,230
金亚花园,泉秀街,116.458884937306,39.9234346257947,95,13269,4室2厅,71,东南,简装,高楼层(共9层),板楼,130
恒隆国际花园,安海镇,117.640613920432,30.7699288040024,118,13042,3室2厅,90,南,毛坯,低楼层(共30层),板塔结合,30
建发珑玥湾一期,站前大道,99.80843252845,22.9082435439008,266,21247,4室2厅,125,北南,毛坯,高楼层(共33层),暂无数据,70
晋德苑,安海镇,114.089504877205,22.5486862804858,225,16611,3室2厅,135,东南,精装,低楼层(共29层),板塔结合,30
东盛帝豪,泉港区,104.554903683657,30.4134304670183,50,3448,3室2厅,145,南,毛坯,高楼层(共6层),暂无数据,30
百信御江帝景一期,泉州桥南,118.552869559746,24.9425197985265,373,22718,4室2厅,164,南,精装,低楼层(共33层),塔楼,190
中航城天悦,宝龙广场,113.94688693008,23.0913266791495,172,18070,3室2厅,95,南,毛坯,高楼层(共33层),板塔结合,110
东南花园南苑,惠安县,121.582594772116,25.0320563716791,102,7037,4室2厅,144,东南,精装,中楼层(共8层),暂无数据,70
中骏蓝湾悦庭,泉州桥南,104.56303954683,30.394224973167,238,23694,3室2厅,100,东南,简装,低楼层(共13层),板塔结合,110
见龙亭小区,泉州站,120.52253168473,22.4434975439894,218,15513,4室2厅,140,南北,毛坯,高楼层(共18层),板塔结合,50
南益鲤景湾二期,浮桥,116.723524646933,23.3777757806284,380,23748,4室1厅,160,东南,其他,低楼层(共30层),板塔结合,30
卓辉汇景城,晋江万达,113.351285853421,23.0807440385117,195,14265,3室2厅,136,南,简装,低楼层(共24层),板楼,110
金帛山商住楼,泉港区,118.585036802081,24.8273786019634,68,4246,4室2厅,160,东南,精装,低楼层(共7层),暂无数据,70
中航城天骏,宝龙广场,120.655947671533,30.9057843659417,335,23851,4室2厅,140,南北,毛坯,中楼层(共32层),板楼,30
陈普佳苑,宝龙广场,120.280593858258,30.3012888519298,201,16996,3室2厅,118,南,毛坯,低楼层(共22层),暂无数据,30
银利大厦,晋江万达,121.350831539455,31.3143791506565,130,12052,3室1厅,107,东南南,简装,中楼层(共6层),平房,230
银利大厦,晋江万达,118.920942067758,25.1287323774469,130,12052,3室1厅,107,东南南,简装,中楼层(共6层),平房,230
陈普佳苑,宝龙广场,118.608449158919,24.8981830009449,201,16996,3室2厅,118,南,毛坯,低楼层(共22层),暂无数据,30
清濛怡景,泉州桥南,116.412625347612,40.0437336191221,230,15894,4室2厅,144,南北,精装,低楼层(共27层),板楼,70
中航城天悦,宝龙广场,121.40604822322,31.1114742924083,194.5,18857,3室2厅,103,南,毛坯,中楼层(共33层),板塔结合,30
富临华庭,泉港区,118.677823856143,24.9554296200202,57,4430,3室2厅,128,南,毛坯,低楼层(共12层),暂无数据,70
中航城天悦,宝龙广场,119.304814691719,26.0783995148112,170,18580,3室1厅,91,南,毛坯,中楼层(共33层),板塔结合,330
毅达花苑,丰泽街,118.677823856143,24.9554296200202,168,15701,3室2厅,107,南北,简装,高楼层(共7层),板楼,490
区土地局宿舍,泉秀街,105.931705367599,30.3585387262682,209,20016,3室2厅,104,南北,简装,中楼层(共5层),暂无数据,30
卓辉汇景城,晋江万达,118.677823856143,24.9554296200202,195,14265,3室2厅,136,南,简装,低楼层(共24层),板楼,110
聚龙君悦山庄,惠安县,121.61862144249,31.2609665566608,90,8037,3室2厅,111,南北,毛坯,低楼层(共28层),暂无数据,30
新加坡城东区,泉州桥南,118.578292773468,24.7848236286796,249.9,21837,3室2厅,114,东南东北,精装,中楼层(共26层),板楼,130
盛世锦都,惠安县,115.958327368153,39.7314103476775,106,8872,3室2厅,119,南,毛坯,中楼层(共18层),平房,50
南益鲤景湾二期,浮桥,118.936698256567,25.1297504886746,380,23748,4室1厅,160,东南,其他,低楼层(共30层),板塔结合,30
百捷中央公园华府,泉州桥南,116.448260049226,39.9356945498851,241,25688,3室1厅,93,东南南,精装,高楼层(共33层),板塔结合,70
新世纪豪园一期,宝龙广场,118.569463148952,24.8884677614076,328,22548,3室2厅,145,南,精装,低楼层(共12层),暂无数据,70
中航城天骏,宝龙广场,108.658566526792,19.1011047312886,335,23851,4室2厅,140,南北,毛坯,中楼层(共32层),板楼,30
泉州市泉港区白石宫幸福小区,泉港区,121.362835685815,31.1454644486337,29.9,2990,3室2厅,100,南,简装,高楼层(共6层),暂无数据,310
新亭尾小区,惠安县,118.920175453836,25.1299128262852,66,5554,3室2厅,118,东南,毛坯,高楼层(共8层),暂无数据,210
东兴商住楼,丰泽街,103.966924010409,30.6721608770754,265,19344,4室2厅,137,东西,精装,高楼层(共7层),板楼,250
华泰国际新城,SM广场,114.089504877205,22.5486862804858,168,13189,3室2厅,127,东南,精装,中楼层(共6层),板楼,110
龙腾花苑,丰泽街,120.655369791599,31.4174689225489,252,20387,4室2厅,123,南北,精装,低楼层(共8层),板楼,230
盛世锦都,惠安县,118.565185957098,24.9371838319111,118,8917,3室2厅,132,南,毛坯,中楼层(共18层),暂无数据,30
十二宴二期,东海,118.57962199613,24.8934920239444,360,29371,4室1厅,122,南,毛坯,高楼层(共33层),板塔结合,130
海丝景城,泉州桥南,117.640613920432,30.7699288040024,257,11051,5室2厅,232,南北,简装,高楼层(共17层),板塔结合,30
茂诚皇江御景,浮桥,114.089504877205,22.5486862804858,170,19102,3室2厅,89,西南,毛坯,低楼层(共31层),暂无数据,70
嘉琳广场,洛江区,120.156111980688,30.1855310828283,220,14194,3室2厅,155,东南,精装,中楼层(共33层),板楼,150
金汇花园一期,服装城,118.936698256567,25.1297504886746,135,8249,3室2厅,163,南,简装,低楼层(共7层),板楼,50
大淮新村,万达,118.590289104566,24.8195869176044,105,14190,3室1厅,74,东南,简装,高楼层(共8层),板楼,250
联谊大厦,宝龙广场,118.920942067758,25.1287323774469,155,14683,3室1厅,105,东南,简装,高楼层(共8层),板塔结合,50
锦塘雅苑南区,晋江万达,118.662741665958,24.7368067133876,180.8,13154,3室1厅,137,南,精装,低楼层(共31层),板楼,230
中航城天骏,宝龙广场,118.677823856143,24.9554296200202,355,25410,4室2厅,139,南,精装,低楼层(共31层),板楼,110
嘉琳广场,洛江区,118.569463148952,24.8884677614076,218,13117,3室2厅,166,东南,毛坯,高楼层(共33层),板楼,30
丰泽新村,丰泽街,109.880110129882,40.6732097506655,315,29440,4室2厅,107,东南,简装,中楼层(共6层),板楼,90
福璟一期,惠安县,121.379179276603,31.2461632031773,140,8537,4室2厅,164,南,毛坯,中楼层(共12层),暂无数据,150
海上海领海苑,东海,113.351285853421,23.0807440385117,280,29167,3室1厅,96,东南,精装,高楼层(共40层),板楼,170
万达华府B区,晋江万达,120.325244043801,31.6118333799014,500,26794,4室2厅,186,东南,精装,中楼层(共32层),板塔结合,30
江滨豪园,新门街,121.508052161336,30.9948212975715,480,33961,3室2厅,141,东东南,简装,中楼层(共15层),塔楼,70
湖心街中段小区,东湖,121.40604822322,31.1114742924083,248,20163,3室2厅,123,东南北,简装,高楼层(共9层),板楼,330
恒祥商住楼,泉港区,113.044653759219,22.8566785221519,48.8,3690,3室2厅,132,南,精装,高楼层(共6层),暂无数据,30
嘉琳广场,洛江区,129.62202407853,44.5675416741589,185,12275,3室2厅,150,东南,简装,低楼层(共33层),板楼,50
澄塘嘉龙城,池店南,118.677823856143,24.9554296200202,255,15033,4室2厅,169,南,精装,中楼层(共26层),板楼,30
霞埭花苑,晋江万达,114.089504877205,22.5486862804858,285,13512,4室2厅,210,南北,毛坯,高楼层(共14层),板楼,150
尚德小区,宝龙广场,107.528751697428,28.5516266339147,178,18937,2室2厅,94,南,精装,低楼层(共20层),板楼,50
陶然新村,惠安县,113.741851856225,34.7781903443593,115,8304,4室2厅,138,南北,精装,低楼层(共18层),暂无数据,70
聚龙福缘居,惠安县,118.936698256567,25.1297504886746,100,8144,4室2厅,122,南,毛坯,高楼层(共27层),板塔结合,50
庄园金海岸1号,泉港区,113.967580295801,22.7668873702688,53,4741,3室2厅,111,南,毛坯,中楼层(共18层),暂无数据,30
吴厝围小区,惠安县,115.774646423499,26.90959011099,87,6691,3室2厅,130,东南,简装,中楼层(共8层),暂无数据,70
浔兴奥林春天,宝龙广场,121.494005807229,31.4146944756404,270,16943,4室1厅,159,南,精装,中楼层(共28层),板楼,50
华友公司宿舍,宝龙广场,120.156111980688,30.1855310828283,132.5,10513,3室2厅,126,南,简装,高楼层(共5层),暂无数据,90
后厝街竹园,紫帽镇,125.375441085268,43.8855637919725,152,11015,3室2厅,138,南,毛坯,高楼层(共18层),板楼,50
中骏四季康城1期,南环路,116.723524646933,23.3777757806284,120,10588,3室2厅,113,西南,精装,高楼层(共34层),板塔结合,30
宝洲花园,万达,121.280833957167,31.1683278823813,206,18836,3室2厅,109,南北,精装,低楼层(共6层),板楼,50
前坂新村东区,泉秀街,123.216812405808,41.2010747629446,190,14149,3室2厅,134,东南,简装,中楼层(共7层),板楼,50
百捷中央公园华府,泉州桥南,98.5913593561141,24.4380107027581,241,25688,3室1厅,93,东南南,精装,高楼层(共33层),板塔结合,70
领第第一广场,泉港区,121.567661469214,31.1967529615431,92,6954,3室2厅,132,南北,简装,高楼层(共33层),板塔结合,50
碧桂园天玺湾,东海,118.583115416427,24.8915005022612,260,29214,3室2厅,89,东南,精装,低楼层(共33层),板塔结合,170
莲洪花园,泉港区,117.045397228504,39.3861460858111,66,5222,3室2厅,126,南,精装,中楼层(共6层),暂无数据,50
嘉琳广场,洛江区,121.362835685815,31.1454644486337,279,12751,5室3厅,218,东南,毛坯,高楼层(共34层),板楼,70
蓝海国际,泉港区,126.490287620257,47.1773636389847,52,4076,3室2厅,127,南,毛坯,中楼层(共22层),板楼,30
金帝商厦,泉秀街,119.340826412143,26.1006737173762,226,14148,4室2厅,159,南北,简装,中楼层(共16层),板塔结合,50
福新花园城,丰泽街,129.62202407853,44.5675416741589,380,22755,3室2厅,167,南北,简装,低楼层(共27层),板塔结合,50
兰峰城市花园,SM广场,119.340826412143,26.1006737173762,192,12973,3室2厅,148,南,简装,低楼层(共11层),板塔结合,70
香缤御嘉苑,东海,121.356488887895,31.3215271167977,514.9,35757,4室1厅,144,东南,毛坯,高楼层(共24层),板塔结合,110
丰泽新村,丰泽街,118.677823856143,24.9554296200202,250,28474,3室2厅,87,南,简装,低楼层(共6层),板楼,90
嘉琳广场,洛江区,121.280833957167,31.1683278823813,200,12865,3室2厅,155,东南,毛坯,中楼层(共33层),板楼,50
华泰国际新城六期,SM广场,117.045397228504,39.3861460858111,152,17079,3室1厅,89,东南,精装,中楼层(共11层),板塔结合,90
梅龙小区,晋江万达,121.362835685815,31.1454644486337,277,20259,3室2厅,136,南北,精装,高楼层(共16层),板楼,30
世纪花园,宝龙广场,122.131810085419,42.6374464343525,157,11017,3室1厅,142,南,精装,低楼层(共8层),板楼,50
豪富广场,石狮中心,118.783103016114,25.0180302910972,125,7953,4室2厅,157,南北东南,简装,高楼层(共11层),板塔结合,30
溜石花园一期,泉州桥南,116.46070672562,39.9166564995325,168,10088,4室2厅,166,东南,精装,低楼层(共28层),板楼,90
中骏愉景湾,江北大道,118.569081009788,24.7821409954892,103,11574,3室1厅,89,南,毛坯,高楼层(共31层),板楼,50
信义豪园,石狮周边,113.756220328022,23.0533100101364,73.5,5472,3室2厅,134,南北,毛坯,低楼层(共18层),塔楼,770
百宏御璟天下,晋江万达,118.759565092484,34.5479186273643,315,22512,4室2厅,139,南,毛坯,高楼层(共32层),板楼,70
东海泰禾首玺,赤山水库,118.92584834296,25.1332496541197,378,29298,3室2厅,129,南北,毛坯,高楼层(共32层),板楼,70
亿达帝王国际,泉港区,116.559933976665,40.0782372532699,77,6526,3室1厅,118,东南,简装,低楼层(共18层),板楼,70
新联大厦,东湖,123.216812405808,41.2010747629446,278,19689,4室2厅,141,南北,精装,中楼层(共15层),暂无数据,270
领第第一广场,泉港区,105.081629060177,29.6006842428201,65,6540,3室2厅,99,南,精装,高楼层(共33层),板塔结合,110
华宝花园,石狮中心,116.395803229479,39.9545982523497,60,5173,3室2厅,115,东南南,简装,高楼层(共8层),板塔结合,690
泉秀花园,泉秀街,121.30091503786,31.0933328372294,168,12874,4室2厅,130,南北,简装,高楼层(共6层),板楼,70
滨江国际,惠安县,118.406783883862,24.9571745658598,93.8,7733,3室2厅,121,东南,毛坯,中楼层(共19层),板楼,110
钞坑泰亨新城南区,服装城,121.356488887895,31.3215271167977,108,8470,3室2厅,127,东南,毛坯,低楼层(共27层),板塔结合,30
世茂云城一期,泉港区,116.785025247212,23.3442065225333,105,7420,4室2厅,141,南,精装,低楼层(共33层),板塔结合,30
十二宴二期,东海,121.384846955557,31.178404296703,360,29388,4室2厅,122,南,毛坯,高楼层(共32层),板塔结合,230
锦塘雅苑南区,晋江万达,113.544062036137,22.8051101134991,180.8,13154,3室1厅,137,南,精装,低楼层(共31层),板楼,230
中骏四季花城,泉州桥南,114.089504877205,22.5486862804858,162,19116,3室2厅,84,东南,毛坯,低楼层(共32层),板楼,230
中骏蓝湾半岛,泉州桥南,121.456492030149,31.2065458739347,398,30471,3室2厅,130,南,精装,低楼层(共29层),板楼,30
竹园小区,晋江万达,118.617541268305,24.8966068252463,145,10598,3室2厅,136,南西北,精装,高楼层(共6层),板楼,90
星光耀广场,城东,116.824929790242,40.0720878791771,61,10387,2室2厅,58,南北,毛坯,低楼层(共26层),板塔结合,110
小沿塘居住区,SM广场,118.566789971416,24.8774059364191,150,11451,3室2厅,131,南北,简装,低楼层(共18层),板楼,390
卓辉汇景城,晋江万达,118.621792229638,24.9028098882521,225,15982,3室2厅,140,南,精装,中楼层(共27层),板楼,30
碧桂园天玺湾,东海,121.494005807229,31.4146944756404,371,28539,4室2厅,130,南北,精装,高楼层(共33层),板塔结合,170
建发珑璟湾,站前大道,116.723524646933,23.3777757806284,405,15056,4室2厅,269,南北,毛坯,中楼层(共27层),板塔结合,70
公安局家属楼,惠安县,114.089504877205,22.5486862804858,65,4888,3室2厅,133,南,精装,中楼层(共6层),暂无数据,30
嘉惠小区B区,惠安县,107.528751697428,28.5516266339147,100,6871,3室2厅,145,东南,精装,中楼层(共18层),暂无数据,70
中远江滨花园,晋江万达,105.85772631563,30.1764444965205,220,12810,4室2厅,171,东南,简装,高楼层(共15层),板楼,30
海丝景城,泉州桥南,114.089504877205,22.5486862804858,215,12520,5室2厅,171,南北,简装,低楼层(共30层),板塔结合,70
福鑫星城,泉港区,118.92584834296,25.1332496541197,43,3465,3室2厅,124,南,毛坯,中楼层(共6层),暂无数据,70
东海湾俊园,东海,118.783103016114,25.0180302910972,230,20000,3室2厅,115,南,精装,中楼层(共31层),板楼,150
金利来御景嘉园,南环路,122.131810085419,42.6374464343525,220,25487,3室2厅,86,南北,精装,高楼层(共23层),板楼,30
建发珑玥湾一期,站前大道,120.962542935311,31.3849114897295,190,21953,3室2厅,86,东南,精装,中楼层(共33层),暂无数据,330
幸福新村,涂门街,118.609174720279,24.9063194507623,230,24469,3室2厅,94,东南,简装,中楼层(共8层),板楼,70
中骏四季花城2期,泉州桥南,118.759565092484,34.5479186273643,165,19071,3室1厅,86,南北,毛坯,低楼层(共34层),板楼,90
泉港莊園明珠,泉港区,118.569081009788,24.7821409954892,99,6388,4室2厅,155,东南,精装,中楼层(共6层),板楼,130
建发珑璟湾,站前大道,118.566789971416,24.8774059364191,185,21923,3室1厅,84,南,毛坯,高楼层(共26层),板塔结合,70
东美花苑,泉秀街,118.917662713664,25.1358088458677,205,25950,3室2厅,79,东南北,简装,低楼层(共7层),板楼,90
百捷中央公园华府,泉州桥南,118.759565092484,34.5479186273643,228,25404,3室2厅,89,东南,简装,高楼层(共32层),板塔结合,150
两岸中心上溪园,惠安县,113.544062036137,22.8051101134991,73,6056,3室2厅,120,东南,毛坯,高楼层(共29层),板楼,70
盛世城品,南环路,118.609174720279,24.9063194507623,65,12617,3室2厅,51,南,精装,高楼层(共21层),板塔结合,310
兰峰城市花园,SM广场,116.459315674798,39.9230077923451,195,13067,3室2厅,149,南,精装,低楼层(共10层),板塔结合,30
中航城天悦,宝龙广场,117.126822604336,39.1518548424001,175,17681,3室2厅,98,东南,毛坯,低楼层(共33层),板塔结合,70
御龙湾曼哈顿第九湾区,晋江万达,113.648057966687,22.8560520193224,253,16355,3室1厅,154,南,毛坯,中楼层(共32层),塔楼,50
龙润湾美,南安中心,107.528751697428,28.5516266339147,155,10207,4室2厅,151,南,毛坯,中楼层(共32层),板塔结合,30
瑞璟香榭花都,宝龙广场,118.951791046758,25.1243950244416,233.59,15000,3室2厅,155,南,精装,中楼层(共27层),板楼,130
中骏蓝湾悦庭,泉州桥南,118.929043256336,25.1407135528521,208,23535,3室2厅,88,东南,简装,高楼层(共33层),板楼,50
万科城市之光一期,东海,116.380381389975,40.0183813631457,322,28600,3室2厅,112,南,毛坯,低楼层(共32层),板楼,30
毅达综合大楼,泉秀街,118.580578062684,24.8458588515739,148,14600,3室2厅,101,南,简装,中楼层(共7层),塔楼,310
碧水湾,泉秀街,118.575035697351,24.8073657964987,239,23014,3室2厅,103,东南,精装,高楼层(共9层),板楼,90
东霞花苑,泉秀街,116.459315674798,39.9230077923451,245,14283,4室2厅,171,东东南南,精装,中楼层(共8层),暂无数据,150
丰泽宝秀小区,赤山水库,116.459315674798,39.9230077923451,220,14432,3室2厅,152,南北,毛坯,高楼层(共14层),板塔结合,90
海景国际花园-星域,赤山水库,108.658566526792,19.1011047312886,350,20450,3室1厅,171,南,精装,中楼层(共24层),板塔结合,50
永嘉天地,泉港区,120.561627120105,31.354959612105,88,6847,3室2厅,128,南,精装,高楼层(共18层),暂无数据,30
大江盛世B区,洛江区,125.321370818995,43.8302725316991,230,18927,3室2厅,121,南,毛坯,中楼层(共25层),板楼,110
华榕商厦,泉港区,113.839686653946,22.732687658252,44.5,3131,3室2厅,142,南北,毛坯,中楼层(共7层),暂无数据,50
大铭新村邮电小区,东湖,108.658566526792,19.1011047312886,210,15374,4室2厅,136,东南,简装,低楼层(共8层),板塔结合,50
两岸中心上溪园,惠安县,118.564184346455,24.9545806431479,66,7057,3室2厅,93,南,毛坯,中楼层(共29层),板楼,30
福璟花园3期,惠安县,113.30569936406,23.0911414270198,39,10834,1室1厅,36,东南,精装,中楼层(共11层),平房,50
晏达大厦,泉港区,118.607251897336,24.8958302832926,68,4732,3室2厅,143,南,精装,中楼层(共7层),板塔结合,70
国电小区,泉港区,123.216812405808,41.2010747629446,55,4033,4室2厅,136,南,精装,低楼层(共7层),暂无数据,90
福炼社区新区,泉港区,118.609174720279,24.9063194507623,40,4762,3室2厅,84,东南,简装,高楼层(共6层),暂无数据,70
浪花大厦,泉港区,119.287398075005,29.4811540269684,31,3847,1室1厅,80,北,精装,中楼层(共7层),暂无数据,70
东海湾御花园,东海,120.561627120105,31.354959612105,426,30213,4室2厅,141,北,精装,低楼层(共32层),板塔结合,190
海上海领海苑,东海,116.380110371203,39.8887129142416,279,29063,3室2厅,96,南,精装,高楼层(共40层),板楼,50
东海湾丽园,东海,118.596848,24.919476,223,19225,3室1厅,116,南,毛坯,低楼层(共30层),板楼,770
塘城丽璟,惠安县,118.610731573558,24.9010399928558,78.5,5895,3室1厅,133,东南,毛坯,低楼层(共30层),板塔结合,50
聚星国际城,惠安县,116.459315674798,39.9230077923451,90,10022,3室2厅,89,东南,精装,高楼层(共15层),板楼,50
聚龙君悦山庄,惠安县,118.653833619371,24.9358351413165,66,6427,3室2厅,102,南,毛坯,低楼层(共26层),板塔结合,30
富邦新天地,惠安县,118.596073,24.919476,66,7336,3室1厅,89,南,毛坯,中楼层(共17层),暂无数据,30
明发商业城,南安水头镇,106.581113135596,29.5665687300152,68,6477,3室2厅,105,南北,精装,中楼层(共24层),板楼,110
丰泽宝秀小区,赤山水库,113.372657349971,23.1266264137023,229,13846,4室2厅,165,南,毛坯,中楼层(共6层),板塔结合,30
中央公园首府,泉州桥南,116.693977867236,39.870157124364,280,20286,3室2厅,138,西南,精装,低楼层(共31层),塔楼,30
明达楼,宝龙广场,121.281551433778,30.9419925440541,287.99,15980,4室2厅,180,南,简装,高楼层(共9层),暂无数据,130
新城华庭,陈埭镇,106.605359479269,29.6889485004111,176,13427,4室1厅,131,东南,毛坯,低楼层(共12层),板楼,30
百宏御璟天下,晋江万达,116.255256145999,40.2136255802576,523,24995,5室2厅,209,南,毛坯,中楼层(共31层),板楼,170
庄园骏豪国际,泉港区,113.232703417665,23.0652710786578,93,6903,3室2厅,134,南,精装,中楼层(共16层),板塔结合,70
中骏雍景湾,江北大道,113.345410396404,23.0387328856469,151,11985,4室2厅,126,南北,其他,中楼层(共33层),板塔结合,30
晋江宝龙国际社区西区,宝龙广场,118.759565092484,34.5479186273643,189.8,18793,3室2厅,101,南,简装,中楼层(共25层),板楼,50
市委市政府干部宿舍楼,宝龙广场,121.853721541524,29.8933472845287,120,7670,4室2厅,156,南,简装,高楼层(共6层),暂无数据,270
百源新村,涂门街,116.459315674798,39.9230077923451,175,42037,3室2厅,41,南,精装,中楼层(共4层),暂无数据,30
茂诚皇江御景,浮桥,105.931705367599,30.3585387262682,205,19903,3室2厅,103,东南,毛坯,高楼层(共37层),板楼,30
华友公司宿舍楼,安海镇,118.578292773468,24.7848236286796,93.5,8500,3室1厅,110,东南西北,简装,中楼层(共7层),暂无数据,50
福炼社区新区,泉港区,118.759565092484,34.5479186273643,40,4762,3室2厅,84,东南,简装,高楼层(共6层),暂无数据,70
浪花大厦,泉港区,121.853721541524,29.8933472845287,31,3847,1室1厅,80,北,精装,中楼层(共7层),暂无数据,70
永嘉天地,泉港区,118.58960818899,24.930259357579,88,6847,3室2厅,128,南,精装,高楼层(共18层),暂无数据,30
大江盛世B区,洛江区,116.380110371203,39.8887129142416,230,18927,3室2厅,121,南,毛坯,中楼层(共25层),板楼,110
华榕商厦,泉港区,115.902209129604,28.6808816604842,44.5,3131,3室2厅,142,南北,毛坯,中楼层(共7层),暂无数据,50
大铭新村邮电小区,东湖,118.605146269221,24.9205183262643,210,15374,4室2厅,136,东南,简装,低楼层(共8层),板塔结合,50
欧景帝苑,惠安县,120.67469312896,24.1229626228298,129.9,9909,3室2厅,131,东南,毛坯,高楼层(共4层),板楼,30
海上海领海苑,东海,118.552869559746,24.9425197985265,279,29063,3室2厅,96,南,精装,高楼层(共40层),板楼,50
富邦新天地,惠安县,118.533583838759,25.0750176960984,66,7336,3室1厅,89,南,毛坯,中楼层(共17层),暂无数据,30
